"epoch","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MIN","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MAX","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MIN","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MAX","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MIN","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MAX","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MIN","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MAX","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MIN","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MAX","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MIN","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX"
"40","201.5","200","203","0.4555186778306961","0.40585857629776","0.5139720439910889","201.5","200","203","0.389897421002388","0.36777108907699585","0.4019607901573181","201.5","200","203","0.44892971217632294","0.4121485650539398","0.48196882009506226","120.5","120","121","0.6098538339138031","0.5849854350090027","0.6347222328186035","120.5","120","121","0.6669463515281677","0.6595486402511597","0.6743440628051758","120.5","120","121","0.6558358371257782","0.6418470740318298","0.6698246002197266"
"41","206.5","205","208","0.42819470167160034","0.40329569578170776","0.4644249677658081","206.5","205","208","0.3832586333155632","0.3610784411430359","0.41217565536499023","206.5","205","208","0.43803782016038895","0.4150887727737427","0.44989773631095886","123.5","123","124","0.6473092138767242","0.641869306564331","0.6527491211891174","123.5","123","124","0.6598785817623138","0.6303632259368896","0.689393937587738","123.5","123","124","0.621862381696701","0.5986068844795227","0.6451178789138794"
"42","211.5","210","213","0.4423521161079407","0.40545809268951416","0.466085284948349","211.5","210","213","0.3989148363471031","0.3861904740333557","0.41565656661987305","211.5","210","213","0.4455556124448776","0.40568864345550537","0.48498061299324036","126.5","126","127","0.6491043567657471","0.6365248560905457","0.6616838574409485","126.5","126","127","0.6742105484008789","0.6449122428894043","0.7035088539123535","126.5","126","127","0.6484910249710083","0.6413120031356812","0.6556700468063354"
"43","216.5","215","218","0.4677799865603447","0.4357873201370239","0.5313664674758911","216.5","215","218","0.38472161442041397","0.3184007704257965","0.43372321128845215","216.5","215","218","0.43890731781721115","0.3829365074634552","0.46942800283432007","129.5","129","130","0.6200478672981262","0.5994737148284912","0.6406220197677612","129.5","129","130","0.6682890951633453","0.6369791626930237","0.699599027633667","129.5","129","130","0.623137354850769","0.5937710404396057","0.6525036692619324"
"44","221.5","220","223","0.4564228802919388","0.4365310072898865","0.48042166233062744","221.5","220","223","0.4155552238225937","0.38170498609542847","0.4627976417541504","221.5","220","223","0.46742021292448044","0.45098042488098145","0.4854166507720947","132.5","132","133","0.6391324102878571","0.5993925929069519","0.6788722276687622","132.5","132","133","0.6963033080101013","0.6858646869659424","0.7067419290542603","132.5","132","133","0.6909578740596771","0.6906971335411072","0.6912186145782471"
"45","226.5","225","228","0.46645791828632355","0.4548192620277405","0.4857906103134155","226.5","225","228","0.38197997212409973","0.35961902141571045","0.4004761874675751","226.5","225","228","0.45314130932092667","0.43312501907348633","0.4816955626010895","135.5","135","136","0.6466754376888275","0.6274410486221313","0.6659098267555237","135.5","135","136","0.6759572327136993","0.6727890968322754","0.6791253685951233","135.5","135","136","0.6702036559581757","0.6682984828948975","0.6721088290214539"
"46","231.5","230","233","0.47671032696962357","0.4209551513195038","0.5285568833351135","231.5","230","233","0.40750735253095627","0.37466666102409363","0.4549899995326996","231.5","230","233","0.4740212932229042","0.46282827854156494","0.49530938267707825","138.5","138","139","0.6176854372024536","0.6170176267623901","0.6183532476425171","138.5","138","139","0.6442328989505768","0.6358615756034851","0.6526042222976685","138.5","138","139","0.6152561604976654","0.5898625254631042","0.6406497955322266"
"47","236.5","235","238","0.4331863895058632","0.40352946519851685","0.450598806142807","236.5","235","238","0.40682509541511536","0.3697856068611145","0.4280754327774048","236.5","235","238","0.4746434986591339","0.45823293924331665","0.49441054463386536","141.5","141","142","0.6864421367645264","0.5991253852844238","0.7737588882446289","141.5","141","142","0.6659772992134094","0.587390661239624","0.7445639371871948","141.5","141","142","0.6738452911376953","0.5901846885681152","0.7575058937072754"
"48","241.5","240","243","0.4841650575399399","0.46063217520713806","0.5034930109977722","241.5","240","243","0.4130258783698082","0.38314175605773926","0.4446078836917877","241.5","240","243","0.490304596722126","0.46775150299072266","0.5289421081542969","144.5","144","145","0.6551762223243713","0.6261419057846069","0.6842105388641357","144.5","144","145","0.687457412481308","0.6655505895614624","0.7093642354011536","144.5","144","145","0.6416745781898499","0.6306122541427612","0.6527369022369385"
"49","246.5","245","248","0.46031317114830017","0.432941198348999","0.4935315251350403","246.5","245","248","0.4205732122063637","0.4000997841358185","0.4372255802154541","246.5","245","248","0.47994721680879593","0.45797544717788696","0.5081325173377991","147.5","147","148","0.6568190455436707","0.6433141231536865","0.6703239679336548","147.5","147","148","0.7103460431098938","0.7056608200073242","0.7150312662124634","147.5","147","148","0.6967629194259644","0.6886657476425171","0.7048600912094116"
"50","251.5","250","253","0.4790370985865593","0.4168604612350464","0.5286144018173218","251.5","250","253","0.4014284759759903","0.36539214849472046","0.42674651741981506","251.5","250","253","0.47380977123975754","0.40416666865348816","0.5236625671386719","150.5","150","151","0.7178181409835815","0.7143849730491638","0.7212513089179993","150.5","150","151","0.7315895855426788","0.7255651950836182","0.7376139760017395","150.5","150","151","0.725916713476181","0.7098396420478821","0.74199378490448"
"51","256.5","255","258","0.5193183720111847","0.46735697984695435","0.5669872164726257","256.5","255","258","0.4449908658862114","0.4327683448791504","0.4665643870830536","256.5","255","258","0.5236031860113144","0.5010597109794617","0.5396586060523987","153.5","153","154","0.6348356306552887","0.6224489808082581","0.6472222805023193","153.5","153","154","0.6766277253627777","0.6424398422241211","0.7108156085014343","153.5","153","154","0.677421361207962","0.6723958849906921","0.6824468374252319"
"52","261.5","260","263","0.48881255090236664","0.4557228982448578","0.5205050706863403","261.5","260","263","0.43592580407857895","0.40339145064353943","0.4695608913898468","261.5","260","263","0.5138713717460632","0.5024802088737488","0.5301947593688965","156.5","156","157","0.6974104046821594","0.6896661520004272","0.7051546573638916","156.5","156","157","0.759159505367279","0.7538596391677856","0.7644593715667725","156.5","156","157","0.730241596698761","0.714385986328125","0.746097207069397"
"53","266.5","265","268","0.48327939212322235","0.44928857684135437","0.5013972520828247","266.5","265","268","0.42192645370960236","0.3948343098163605","0.44434696435928345","266.5","265","268","0.5083833783864975","0.48193612694740295","0.5540339946746826","159.5","159","160","0.6989404857158661","0.6857143044471741","0.7121666669845581","159.5","159","160","0.7373711466789246","0.7333333492279053","0.7414089441299438","159.5","159","160","0.7245373427867889","0.7221649289131165","0.7269097566604614"
"54","271.5","270","273","0.5080800577998161","0.46447619795799255","0.5420335531234741","271.5","270","273","0.4488898888230324","0.4015151560306549","0.48281893134117126","271.5","270","273","0.50083277374506","0.40908241271972656","0.5909767150878906","162.5","162","163","0.6920634806156158","0.6726190447807312","0.7115079164505005","162.5","162","163","0.7181712090969086","0.7124366760253906","0.7239057421684265","162.5","162","163","0.6966834962368011","0.6412616968154907","0.7521052956581116"
"55","276.5","275","278","0.4857606887817383","0.4320436716079712","0.5384615659713745","276.5","275","278","0.43778781592845917","0.3883429765701294","0.4893292486667633","276.5","275","278","0.5373744815587997","0.5178571343421936","0.5542168617248535","165.5","165","166","0.6998900175094604","0.6954467296600342","0.7043333053588867","165.5","165","166","0.7465060353279114","0.7281787395477295","0.7648333311080933","165.5","165","166","0.692959189414978","0.6792516708374023","0.7066667079925537"
"56","281.5","280","283","0.47982358932495117","0.43129849433898926","0.5200408697128296","281.5","280","283","0.4120560735464096","0.38740313053131104","0.432445764541626","281.5","280","283","0.5064972043037415","0.483232319355011","0.5321874618530273","168.5","168","169","0.7185835540294647","0.7158145308494568","0.7213525772094727","168.5","168","169","0.7375120222568512","0.7095974087715149","0.7654266357421875","168.5","168","169","0.7084664404392242","0.6966089010238647","0.7203239798545837"
"57","286.5","285","288","0.49424076080322266","0.4854651689529419","0.5034979581832886","286.5","285","288","0.4520098567008972","0.4426470994949341","0.47613412141799927","286.5","285","288","0.5256215184926987","0.4852011203765869","0.5777438879013062","171.5","171","172","0.6882989406585693","0.6616319417953491","0.7149659395217896","171.5","171","172","0.7452912628650665","0.721875011920929","0.7687075138092041","171.5","171","172","0.7455825805664062","0.7175257205963135","0.773639440536499"
"58","291.5","290","293","0.5034178495407104","0.4479674696922302","0.5336477756500244","291.5","290","293","0.4256874769926071","0.40838152170181274","0.45049020648002625","291.5","290","293","0.4967162683606148","0.4616869390010834","0.5280120372772217","174.5","174","175","0.7111528813838959","0.6917933225631714","0.7305124402046204","174.5","174","175","0.7377556264400482","0.7043899297714233","0.7711213231086731","174.5","174","175","0.7318080365657806","0.6683779954910278","0.7952380776405334"
"59","296.5","295","298","0.486813984811306","0.44797977805137634","0.5122807025909424","296.5","295","298","0.4201335683465004","0.3690476417541504","0.4910852611064911","296.5","295","298","0.5217736065387726","0.43145954608917236","0.5922008752822876","177.5","177","178","0.7071694731712341","0.6698944568634033","0.7444444894790649","177.5","177","178","0.72784423828125","0.7065476179122925","0.7491408586502075","177.5","177","178","0.6996280252933502","0.6787698864936829","0.7204861640930176"
"60","301.5","300","303","0.5330276340246201","0.5200803279876709","0.5651696920394897","301.5","300","303","0.47826647758483887","0.43882352113723755","0.522554874420166","301.5","300","303","0.5309265702962875","0.5010784864425659","0.5766260027885437","180.5","180","181","0.7256873846054077","0.6506944894790649","0.8006802797317505","180.5","180","181","0.752108633518219","0.7259649038314819","0.778252363204956","180.5","180","181","0.7323491275310516","0.6864912509918213","0.778207004070282"
"61","306.5","305","308","0.5185274332761765","0.48602795600891113","0.5723270177841187","306.5","305","308","0.42766835540533066","0.38788819313049316","0.45281124114990234","306.5","305","308","0.5277423486113548","0.4731707274913788","0.569978654384613","183.5","183","184","0.7158493399620056","0.7062851190567017","0.7254135608673096","183.5","183","184","0.7449403703212738","0.7342661023139954","0.7556146383285522","183.5","183","184","0.7726857364177704","0.7223345041275024","0.8230369687080383"
"62","311.5","310","313","0.5418825894594193","0.5110101103782654","0.56952965259552","311.5","310","313","0.48837141692638397","0.4592803120613098","0.5035140514373779","311.5","310","313","0.5653817653656006","0.5276134014129639","0.609183669090271","186.5","186","187","0.7209013998508453","0.6786573529243469","0.7631454467773438","186.5","186","187","0.7042622864246368","0.6996272802352905","0.7088972926139832","186.5","186","187","0.7129898071289062","0.7088220715522766","0.7171575427055359"
"63","316.5","315","318","0.49096421152353287","0.4759920835494995","0.5120481848716736","316.5","315","318","0.433087058365345","0.3838889002799988","0.4645708501338959","316.5","315","318","0.4992947354912758","0.47831326723098755","0.5403726696968079","189.5","189","190","0.7305204272270203","0.7216311693191528","0.7394096851348877","189.5","189","190","0.7466989457607269","0.7094501256942749","0.783947765827179","189.5","189","190","0.722923070192337","0.7012280821800232","0.7446180582046509"
"64","321.5","320","323","0.5645008832216263","0.5101120471954346","0.6168674230575562","321.5","320","323","0.5031500682234764","0.4587922692298889","0.5752494931221008","321.5","320","323","0.5467257797718048","0.4455499053001404","0.612500011920929","192.5","192","193","0.7109898924827576","0.6999499201774597","0.7220298647880554","192.5","192","193","0.7399054169654846","0.7305639982223511","0.7492468357086182","192.5","192","193","0.7324655055999756","0.7107522487640381","0.7541787624359131"
"65","326.5","325","328","0.5468675643205643","0.49789273738861084","0.5932748317718506","326.5","325","328","0.5009697526693344","0.4676767587661743","0.543096661567688","326.5","325","328","0.5852024853229523","0.5626543760299683","0.5998964905738831","195.5","195","196","0.7806645035743713","0.7758503556251526","0.7854786515235901","195.5","195","196","0.7786768674850464","0.7756944894790649","0.7816592454910278","195.5","195","196","0.7885902523994446","0.780350923538208","0.7968295812606812"
"66","331.5","330","333","0.5257224887609482","0.4906311631202698","0.590624988079071","331.5","330","333","0.46990568935871124","0.4454365372657776","0.5051124691963196","331.5","330","333","0.5335170403122902","0.4826589524745941","0.606249988079071","198.5","198","199","0.7019894123077393","0.6823784708976746","0.721600353717804","198.5","198","199","0.6958909332752228","0.68152916431427","0.7102527022361755","198.5","198","199","0.6830968856811523","0.6500859260559082","0.7161078453063965"
"67","336.5","335","338","0.5484449714422226","0.5150743126869202","0.5921325087547302","336.5","335","338","0.48159001767635345","0.455136239528656","0.4949799180030823","336.5","335","338","0.5512723922729492","0.4615151286125183","0.5870488286018372","201.5","201","202","0.732677549123764","0.7222222089767456","0.7431328892707825","201.5","201","202","0.7375597357749939","0.7159722447395325","0.7591472268104553","201.5","201","202","0.7450892925262451","0.7053819298744202","0.7847966551780701"
"68","341.5","340","343","0.5274639576673508","0.4806201457977295","0.5588822364807129","341.5","340","343","0.49569641053676605","0.48013973236083984","0.5129740834236145","341.5","340","343","0.5573273748159409","0.5273958444595337","0.6052083373069763","204.5","204","205","0.7685243189334869","0.7524999976158142","0.7845486402511597","204.5","204","205","0.80440354347229","0.7952016592025757","0.8136054277420044","204.5","204","205","0.7842016220092773","0.7658522129058838","0.8025510311126709"
"69","346.5","345","348","0.5797883421182632","0.5609161853790283","0.6013292670249939","346.5","345","348","0.5399042963981628","0.5066252946853638","0.5670658946037292","346.5","345","348","0.5597895383834839","0.5345167517662048","0.5848039388656616","207.5","207","208","0.7379249632358551","0.7042709589004517","0.7715789675712585","207.5","207","208","0.7431781589984894","0.737358808517456","0.7489975094795227","207.5","207","208","0.7377411127090454","0.7171732187271118","0.758309006690979"
"70","351.5","350","353","0.5552417039871216","0.5324186682701111","0.593047022819519","351.5","350","353","0.4909205511212349","0.4775490462779999","0.5021340847015381","351.5","350","353","0.5638855993747711","0.5247024297714233","0.5837500095367432","210.5","210","211","0.7758060395717621","0.7687996029853821","0.7828124761581421","210.5","210","211","0.8007851541042328","0.7852632403373718","0.8163070678710938","210.5","210","211","0.7664896845817566","0.7395833730697632","0.79339599609375"
"71","356.5","355","358","0.5668201893568039","0.535714328289032","0.5892637968063354","356.5","355","358","0.487997904419899","0.46782946586608887","0.5007752180099487","356.5","355","358","0.599658876657486","0.568686842918396","0.6199792623519897","213.5","213","214","0.7577150762081146","0.7367346882820129","0.7786954641342163","213.5","213","214","0.8289850354194641","0.8014787435531616","0.8564913272857666","213.5","213","214","0.7814515829086304","0.769444465637207","0.7934587001800537"
"72","361.5","360","363","0.5640988200902939","0.5275720357894897","0.6164658665657043","361.5","360","363","0.49699439853429794","0.43767672777175903","0.5656565427780151","361.5","360","363","0.5859363079071045","0.556263267993927","0.6148373484611511","216.5","216","217","0.7466402053833008","0.7265625","0.7667179107666016","216.5","216","217","0.8055602610111237","0.7912280559539795","0.8198924660682678","216.5","216","217","0.7526229321956635","0.7355903387069702","0.7696555256843567"
"73","366.5","365","368","0.5795031785964966","0.538923442363739","0.6509146094322205","366.5","365","368","0.5021322593092918","0.45662766695022583","0.5578035116195679","366.5","365","368","0.5601997375488281","0.5312629342079163","0.6102794408798218","219.5","219","220","0.772533118724823","0.7305841445922852","0.8144820928573608","219.5","219","220","0.77065110206604","0.7523809671401978","0.7889212369918823","219.5","219","220","0.7707852423191071","0.7596219778060913","0.7819485068321228"
"74","371.5","370","373","0.578511118888855","0.5487179756164551","0.6415169835090637","371.5","370","373","0.4958791509270668","0.45772355794906616","0.5565476417541504","371.5","370","373","0.5541920512914658","0.5006134510040283","0.6004902124404907","222.5","222","223","0.7319884896278381","0.7073391675949097","0.7566378116607666","222.5","222","223","0.8059349358081818","0.7911458611488342","0.8207240104675293","222.5","222","223","0.7893049716949463","0.7649624347686768","0.8136475086212158"
"75","376.5","375","378","0.5974161773920059","0.5873253345489502","0.61104416847229","376.5","375","378","0.5166134983301163","0.4677264094352722","0.5453251600265503","376.5","375","378","0.5958732068538666","0.4965069890022278","0.6509554386138916","225.5","225","226","0.7770833671092987","0.7701389193534851","0.7840278148651123","225.5","225","226","0.7876204252243042","0.7675347328186035","0.8077061176300049","225.5","225","226","0.7737337350845337","0.7597938179969788","0.7876736521720886"
"76","381.5","380","383","0.5586925894021988","0.5211501121520996","0.6015059947967529","381.5","380","383","0.4978027939796448","0.4626177251338959","0.5399597883224487","381.5","380","383","0.5911491513252258","0.5640196204185486","0.65604168176651","228.5","228","229","0.74237459897995","0.7378419637680054","0.7469072341918945","228.5","228","229","0.7886601686477661","0.7820078134536743","0.7953125238418579","228.5","228","229","0.7853153944015503","0.778174638748169","0.7924561500549316"
"77","386.5","385","388","0.586356446146965","0.5084362030029297","0.6574956178665161","386.5","385","388","0.5213947594165802","0.4767676591873169","0.5717209577560425","386.5","385","388","0.6006158292293549","0.5196319222450256","0.6659595966339111","231.5","231","232","0.7835379242897034","0.7706348896026611","0.7964409589767456","231.5","231","232","0.7620458602905273","0.7072655558586121","0.8168261647224426","231.5","231","232","0.7798579335212708","0.769444465637207","0.7902714014053345"
"78","391.5","390","393","0.6132260859012604","0.5995357632637024","0.6442029476165771","391.5","390","393","0.5192239806056023","0.4991828501224518","0.5373015999794006","391.5","390","393","0.6012893915176392","0.550099790096283","0.631944477558136","234.5","234","235","0.7667858302593231","0.7546115517616272","0.778960108757019","234.5","234","235","0.7880176305770874","0.7468494176864624","0.8291858434677124","234.5","234","235","0.7540235221385956","0.7192400097846985","0.7888070344924927"
"79","396.5","395","398","0.563028410077095","0.5185858607292175","0.600504994392395","396.5","395","398","0.4825846180319786","0.4511110782623291","0.5389221906661987","396.5","395","398","0.5782732367515564","0.5399795174598694","0.605944812297821","237.5","237","238","0.7652312517166138","0.7650110721588135","0.7654514312744141","237.5","237","238","0.8220152258872986","0.8055555820465088","0.8384748697280884","237.5","237","238","0.7938964664936066","0.7784391641616821","0.809353768825531"
"80","401.5","400","403","0.6134566068649292","0.5626746416091919","0.6838510036468506","401.5","400","403","0.5099918991327286","0.45250481367111206","0.5622093081474304","401.5","400","403","0.5870087593793869","0.5366053581237793","0.652337372303009","240.5","240","241","0.7708900272846222","0.7584962844848633","0.7832837700843811","240.5","240","241","0.7820147573947906","0.7504134178161621","0.8136160969734192","240.5","240","241","0.8085998892784119","0.7935422658920288","0.8236575126647949"
"81","406.5","405","408","0.5970379710197449","0.5622428059577942","0.6364087462425232","406.5","405","408","0.5411767810583115","0.503333330154419","0.5898990035057068","406.5","405","408","0.605674222111702","0.5711110830307007","0.6330320835113525","243.5","243","244","0.7665132284164429","0.7653534412384033","0.7676730155944824","243.5","243","244","0.8110614717006683","0.8007680773735046","0.821354866027832","243.5","243","244","0.7993562817573547","0.7960739135742188","0.8026386499404907"
"82","411.5","410","413","0.6165535897016525","0.5654618144035339","0.6796178817749023","411.5","410","413","0.5116709023714066","0.4597538113594055","0.57962965965271","411.5","410","413","0.6104975640773773","0.5714706182479858","0.6787974834442139","246.5","246","247","0.7584606409072876","0.7270833253860474","0.7898379564285278","246.5","246","247","0.8078350126743317","0.7451889514923096","0.8704810738563538","246.5","246","247","0.7893516719341278","0.7604166865348816","0.818286657333374"
"83","416.5","415","418","0.5917069166898727","0.5479296445846558","0.6351625919342041","416.5","415","418","0.541066363453865","0.4819105267524719","0.6035352945327759","416.5","415","418","0.6053088158369064","0.5215624570846558","0.6986372470855713","249.5","249","250","0.806517481803894","0.777270495891571","0.835764467716217","249.5","249","250","0.8468865156173706","0.8177579641342163","0.8760150671005249","249.5","249","250","0.8335257470607758","0.8259371519088745","0.841114342212677"
"84","421.5","420","423","0.5726904198527336","0.48898813128471375","0.6158536076545715","421.5","420","423","0.5044557005167007","0.470040887594223","0.5619791746139526","421.5","420","423","0.5882338881492615","0.5653209090232849","0.6308279037475586","252.5","252","253","0.8240619599819183","0.8103723526000977","0.837751567363739","252.5","252","253","0.8132923245429993","0.8048104643821716","0.8217741847038269","252.5","252","253","0.8313004076480865","0.8185283541679382","0.8440724611282349"
"85","426.5","425","428","0.5921123623847961","0.5730690956115723","0.6035196781158447","426.5","425","428","0.5526746809482574","0.5205588936805725","0.6072043180465698","426.5","425","428","0.6458288282155991","0.6090062260627747","0.6656798124313354","255.5","255","256","0.7804436087608337","0.778900682926178","0.7819865345954895","255.5","255","256","0.8346901834011078","0.8304347991943359","0.8389455676078796","255.5","255","256","0.7894250154495239","0.7824214696884155","0.7964285612106323"
"86","431.5","430","433","0.6126721352338791","0.5861290693283081","0.6574310064315796","431.5","430","433","0.5190854892134666","0.4954926371574402","0.5450505018234253","431.5","430","433","0.6317048370838165","0.5766063928604126","0.6688271760940552","258.5","258","259","0.804928332567215","0.7993196845054626","0.8105369806289673","258.5","258","259","0.8210152387619019","0.8129630088806152","0.8290674686431885","258.5","258","259","0.8072762787342072","0.772296667098999","0.8422558903694153"
"87","436.5","435","438","0.6368663012981415","0.5656746029853821","0.6931138038635254","436.5","435","438","0.5585788264870644","0.496036559343338","0.60429447889328","436.5","435","438","0.6375460475683212","0.6123958826065063","0.6588050127029419","261.5","261","262","0.7894799411296844","0.7662699222564697","0.8126899600028992","261.5","261","262","0.8088172972202301","0.8040852546691895","0.8135493397712708","261.5","261","262","0.7775173783302307","0.7602182626724243","0.7948164939880371"
"88","441.5","440","443","0.620827928185463","0.5838509798049927","0.6685065031051636","441.5","440","443","0.5533267110586166","0.5063725709915161","0.5960215330123901","441.5","440","443","0.6320619881153107","0.581124484539032","0.66522216796875","264.5","264","265","0.8233498930931091","0.8157986402511597","0.8309011459350586","264.5","264","265","0.837123841047287","0.8099489808082581","0.8642987012863159","264.5","264","265","0.8086952269077301","0.789776623249054","0.8276138305664062"
"89","446.5","445","448","0.6402231007814407","0.6039337515830994","0.6724899411201477","446.5","445","448","0.581826314330101","0.5594791769981384","0.6042682528495789","446.5","445","448","0.6554502695798874","0.59110426902771","0.7053124904632568","267.5","267","268","0.8058803677558899","0.7930107116699219","0.8187500238418579","267.5","267","268","0.809796929359436","0.8056763410568237","0.8139175176620483","267.5","267","268","0.81682088971138","0.8018041253089905","0.8318376541137695"
"90","451.5","450","453","0.6067961603403091","0.5635541677474976","0.6429013013839722","451.5","450","453","0.5487426221370697","0.5181547403335571","0.607921838760376","451.5","450","453","0.6295961886644363","0.6154914498329163","0.6530591249465942","270.5","270","271","0.7939144670963287","0.7934707403182983","0.7943581938743591","270.5","270","271","0.8574005961418152","0.8540351390838623","0.8607660531997681","270.5","270","271","0.8065096437931061","0.8021276593208313","0.8108916282653809"
"91","456.5","455","458","0.6418708264827728","0.6167664527893066","0.6591397523880005","456.5","455","458","0.546976774930954","0.5287255048751831","0.5908183455467224","456.5","455","458","0.6534904837608337","0.6242690086364746","0.6808176040649414","273.5","273","274","0.8150210380554199","0.8077016472816467","0.8223404288291931","273.5","273","274","0.845327615737915","0.8173469305038452","0.8733083009719849","273.5","273","274","0.8373305797576904","0.8024054765701294","0.8722556829452515"
"92","461.5","460","463","0.636044517159462","0.5877529978752136","0.6550540328025818","461.5","460","463","0.5624727755784988","0.5338541865348816","0.5995984077453613","461.5","460","463","0.6436977088451385","0.5778100490570068","0.6876488327980042","276.5","276","277","0.8327529728412628","0.8069149255752563","0.8585910201072693","276.5","276","277","0.8576526045799255","0.8350515365600586","0.8802536725997925","276.5","276","277","0.8305458128452301","0.8182970881462097","0.8427945375442505"
"93","466.5","465","468","0.6771411895751953","0.637991726398468","0.7145962715148926","466.5","465","468","0.5759362280368805","0.5033131837844849","0.6412551403045654","466.5","465","468","0.6632256507873535","0.5729540586471558","0.6991397738456726","279.5","279","280","0.8387784063816071","0.837732195854187","0.8398246169090271","279.5","279","280","0.8738791942596436","0.8737232685089111","0.874035120010376","279.5","279","280","0.8554690182209015","0.8449805974960327","0.8659574389457703"
"94","471.5","470","473","0.6638837903738022","0.6141025424003601","0.6951476335525513","471.5","470","473","0.591395303606987","0.5561507940292358","0.6389240622520447","471.5","470","473","0.6557410806417465","0.6194444894790649","0.6896226406097412","282.5","282","283","0.7668661773204803","0.7410470843315125","0.7926852703094482","282.5","282","283","0.8179645538330078","0.8177711963653564","0.8181579113006592","282.5","282","283","0.8121366202831268","0.8002631664276123","0.8240100741386414"
"95","476.5","475","478","0.6830091625452042","0.637851357460022","0.7123141884803772","476.5","475","478","0.5860870182514191","0.552642285823822","0.6243433952331543","476.5","475","478","0.6837204098701477","0.6366255283355713","0.7311403751373291","285.5","285","286","0.8356751799583435","0.8031661510467529","0.8681842088699341","285.5","285","286","0.8468104600906372","0.8287719488143921","0.8648489713668823","285.5","285","286","0.8462749719619751","0.8441628217697144","0.8483871221542358"
"96","481.5","480","483","0.6871199905872345","0.6635315418243408","0.7163522243499756","481.5","480","483","0.5842242240905762","0.5284289121627808","0.6414141058921814","481.5","480","483","0.6763110607862473","0.6548958420753479","0.6961039304733276","288.5","288","289","0.8140850067138672","0.791847825050354","0.8363221883773804","288.5","288","289","0.8615942001342773","0.8356884121894836","0.887499988079071","288.5","288","289","0.8156557977199554","0.8075268864631653","0.8237847089767456"
"97","486.5","485","488","0.6683188229799271","0.5977182388305664","0.698387086391449","486.5","485","488","0.5936465561389923","0.540918231010437","0.6437106728553772","486.5","485","488","0.6738956570625305","0.6455696225166321","0.7111110687255859","291.5","291","292","0.8307076096534729","0.7961519956588745","0.8652632236480713","291.5","291","292","0.8546616733074188","0.8359106183052063","0.8734127283096313","291.5","291","292","0.869788259267807","0.8427343368530273","0.8968421816825867"
"98","491.5","490","493","0.6630010902881622","0.5801440477371216","0.730876088142395","491.5","490","493","0.5891072750091553","0.529321014881134","0.630021333694458","491.5","490","493","0.6812733113765717","0.6222929954528809","0.743708610534668","294.5","294","295","0.8507286012172699","0.8169959187507629","0.8844612836837769","294.5","294","295","0.8924098014831543","0.8511278629302979","0.9336917400360107","294.5","294","295","0.8863255083560944","0.870548665523529","0.9021023511886597"
