"epoch","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX"
"20","60.5","60","61","0.5585973858833313","0.547053873538971","0.5701408982276917","60.5","60","61","0.6064906120300293","0.5623860359191895","0.6505951881408691","60.5","60","61","0.5199647843837738","0.4716472625732422","0.5682823061943054","60.5","60","61","0.7319242060184479","0.7055150866508484","0.7583333253860474","60.5","60","61","0.7228818833827972","0.6971526741981506","0.7486110925674438","60.5","60","61","0.7451657354831696","0.7366496324539185","0.7536818385124207","60.5","60","61","0.39729636907577515","0.3747142553329468","0.4198784828186035","60.5","60","61","0.49535349011421204","0.44521379470825195","0.5454931855201721","60.5","60","61","0.4958210587501526","0.4909793734550476","0.5006627440452576"
"21","63.5","63","64","0.566847413778305","0.53962242603302","0.5940724015235901","63.5","63","64","0.6305724382400513","0.6063829660415649","0.6547619104385376","63.5","63","64","0.5381712019443512","0.5330387949943542","0.5433036088943481","63.5","63","64","0.7160777151584625","0.6851378679275513","0.7470175623893738","63.5","63","64","0.7392069697380066","0.7211982011795044","0.7572157382965088","63.5","63","64","0.7194804251194","0.6922556757926941","0.746705174446106","63.5","63","64","0.45598630607128143","0.4390377402305603","0.47293487191200256","63.5","63","64","0.5025694817304611","0.49104759097099304","0.5140913724899292","63.5","63","64","0.4736235439777374","0.41966766119003296","0.5275794267654419"
"22","66.5","66","67","0.5972018837928772","0.5759450197219849","0.6184587478637695","66.5","66","67","0.5615959465503693","0.5267006754875183","0.5964912176132202","66.5","66","67","0.5824045836925507","0.5632302165031433","0.601578950881958","66.5","66","67","0.7447477877140045","0.7384752035140991","0.7510203719139099","66.5","66","67","0.7324357330799103","0.713829755783081","0.7510417103767395","66.5","66","67","0.7330050766468048","0.7304659485816956","0.7355442047119141","66.5","66","67","0.4404761791229248","0.4333333373069763","0.4476190209388733","66.5","66","67","0.538628488779068","0.5017361044883728","0.5755208730697632","66.5","66","67","0.5105109512805939","0.47646045684814453","0.5445614457130432"
"23","69.5","69","70","0.6064732372760773","0.586904764175415","0.6260417103767395","69.5","69","70","0.6080263257026672","0.6071052551269531","0.6089473962783813","69.5","69","70","0.6056283712387085","0.5732638835906982","0.6379928588867188","69.5","69","70","0.7724392712116241","0.7405382394790649","0.8043403029441833","69.5","69","70","0.7668805122375488","0.7296391725540161","0.8041218519210815","69.5","69","70","0.7721025347709656","0.7686842679977417","0.7755208015441895","69.5","69","70","0.5006443411111832","0.4914948642253876","0.5097938179969788","69.5","69","70","0.576082170009613","0.5481292009353638","0.6040351390838623","69.5","69","70","0.4603794515132904","0.4088541865348816","0.5119047164916992"
"24","72.5","72","73","0.6456790268421173","0.6168367266654968","0.6745213270187378","72.5","72","73","0.6703470647335052","0.6391723155975342","0.7015218138694763","72.5","72","73","0.6290909647941589","0.6046963930130005","0.6534855365753174","72.5","72","73","0.7811038494110107","0.7550400495529175","0.807167649269104","72.5","72","73","0.7647528350353241","0.7263310551643372","0.803174614906311","72.5","72","73","0.7963908910751343","0.7856141328811646","0.807167649269104","72.5","72","73","0.5339891612529755","0.508184552192688","0.5597937703132629","72.5","72","73","0.6044787168502808","0.5858843326568604","0.6230731010437012","72.5","72","73","0.5553570985794067","0.5410774946212769","0.5696367025375366"
"25","75.5","75","76","0.6210943162441254","0.6148445010185242","0.6273441314697266","75.5","75","76","0.6567521691322327","0.6382856369018555","0.6752187013626099","75.5","75","76","0.6029416024684906","0.5721817016601562","0.633701503276825","75.5","75","76","0.7931608259677887","0.7712098956108093","0.8151117563247681","75.5","75","76","0.7756086587905884","0.7628766298294067","0.78834068775177","75.5","75","76","0.7825846374034882","0.760481059551239","0.8046882152557373","75.5","75","76","0.5130344927310944","0.4909864068031311","0.5350825786590576","75.5","75","76","0.5705609321594238","0.5540330410003662","0.5870888233184814","75.5","75","76","0.5278229117393494","0.5190232992172241","0.5366225242614746"
"26","78.5","78","79","0.605093240737915","0.6012027263641357","0.6089837551116943","78.5","78","79","0.6084851026535034","0.6016640663146973","0.6153061389923096","78.5","78","79","0.6137947738170624","0.611168384552002","0.6164211630821228","78.5","78","79","0.7837566435337067","0.7824438214302063","0.785069465637207","78.5","78","79","0.7616908550262451","0.741578996181488","0.7818027138710022","78.5","78","79","0.7721708118915558","0.7527608871459961","0.7915807366371155","78.5","78","79","0.4997168183326721","0.4882652759552002","0.511168360710144","78.5","78","79","0.5363816171884537","0.49969926476478577","0.5730639696121216","78.5","78","79","0.457597941160202","0.4332093298435211","0.48198655247688293"
"27","81.5","81","82","0.6535615921020508","0.6501504182815552","0.6569727659225464","81.5","81","82","0.6319596469402313","0.6021845936775208","0.6617347002029419","81.5","81","82","0.6251901686191559","0.6000000238418579","0.6503803133964539","81.5","81","82","0.8038070797920227","0.7824405431747437","0.8251736164093018","81.5","81","82","0.8006380498409271","0.7999155521392822","0.801360547542572","81.5","81","82","0.795801430940628","0.7834430932998657","0.8081597685813904","81.5","81","82","0.5111305713653564","0.5094665288925171","0.5127946138381958","81.5","81","82","0.579297661781311","0.5608843564987183","0.5977109670639038","81.5","81","82","0.5360874831676483","0.5132275819778442","0.5589473843574524"
"28","84.5","84","85","0.6672248542308807","0.6648688316345215","0.66958087682724","84.5","84","85","0.6456836760044098","0.6145502328872681","0.6768171191215515","84.5","84","85","0.6134193539619446","0.5906826257705688","0.6361560821533203","84.5","84","85","0.75635626912117","0.7497768402099609","0.7629356980323792","84.5","84","85","0.7496683597564697","0.7327080965042114","0.766628623008728","84.5","84","85","0.7724932134151459","0.7568421363830566","0.7881442904472351","84.5","84","85","0.5382354855537415","0.534415602684021","0.5420553684234619","84.5","84","85","0.5958515405654907","0.578632116317749","0.6130709648132324","84.5","84","85","0.5440019369125366","0.4958634376525879","0.5921404361724854"
"29","87.5","87","88","0.6276454925537109","0.6192880868911743","0.6360028982162476","87.5","87","88","0.6597201526165009","0.657069206237793","0.6623710989952087","87.5","87","88","0.6556530296802521","0.6390184164047241","0.67228764295578","87.5","87","88","0.8202892243862152","0.8069970607757568","0.8335813879966736","87.5","87","88","0.8121439516544342","0.7948979735374451","0.8293899297714233","87.5","87","88","0.8249687254428864","0.8088722229003906","0.8410652279853821","87.5","87","88","0.5246922373771667","0.4966810941696167","0.5527033805847168","87.5","87","88","0.5798474252223969","0.5214523673057556","0.6382424831390381","87.5","87","88","0.5734172463417053","0.5247084498405457","0.622126042842865"
"30","90.5","90","91","0.6428553760051727","0.6401689648628235","0.645541787147522","90.5","90","91","0.6486605107784271","0.6358422636985779","0.6614787578582764","90.5","90","91","0.6474444270133972","0.6421750783920288","0.6527137756347656","90.5","90","91","0.7775799036026001","0.743154764175415","0.8120050430297852","90.5","90","91","0.7755423784255981","0.7646185159683228","0.7864662408828735","90.5","90","91","0.8025156855583191","0.7898809909820557","0.8151503801345825","90.5","90","91","0.5710903108119965","0.5671929717063904","0.5749876499176025","90.5","90","91","0.6107910871505737","0.5907042026519775","0.6308779716491699","90.5","90","91","0.5359009504318237","0.5220870971679688","0.5497148036956787"
"31","93.5","93","94","0.6819376349449158","0.6522336602210999","0.7116416096687317","93.5","93","94","0.7141608893871307","0.6862245202064514","0.7420972585678101","93.5","93","94","0.6512007713317871","0.6456307172775269","0.6567708253860474","93.5","93","94","0.7866683602333069","0.7589037418365479","0.8144329786300659","93.5","93","94","0.7988740801811218","0.7828283309936523","0.8149198293685913","93.5","93","94","0.795311689376831","0.783750593662262","0.8068727850914001","93.5","93","94","0.5971719622612","0.5879251956939697","0.6064187288284302","93.5","93","94","0.6163375675678253","0.6056700944900513","0.6270050406455994","93.5","93","94","0.6182506382465363","0.6020407676696777","0.6344605088233948"
"32","96.5","96","97","0.6939924657344818","0.6764310002326965","0.7115539312362671","96.5","96","97","0.6818528771400452","0.6796268820762634","0.6840788722038269","96.5","96","97","0.6571081578731537","0.6420189142227173","0.6721974015235901","96.5","96","97","0.8086723387241364","0.7822557091712952","0.8350889682769775","96.5","96","97","0.7663772106170654","0.7102212905883789","0.822533130645752","96.5","96","97","0.8118258714675903","0.796440839767456","0.8272109031677246","96.5","96","97","0.5817051827907562","0.5732080340385437","0.5902023315429688","96.5","96","97","0.6254532933235168","0.6163214445114136","0.6345851421356201","96.5","96","97","0.5581275522708893","0.5211613178253174","0.5950937867164612"
"33","99.5","99","100","0.6695926189422607","0.6417893767356873","0.6973958611488342","99.5","99","100","0.6627165675163269","0.6364260911941528","0.689007043838501","99.5","99","100","0.6477198004722595","0.6417553424835205","0.6536842584609985","99.5","99","100","0.8015007376670837","0.7760511636734009","0.8269503116607666","99.5","99","100","0.7862904667854309","0.7832826375961304","0.7892982959747314","99.5","99","100","0.7883331477642059","0.7821048498153687","0.7945614457130432","99.5","99","100","0.5807498395442963","0.5802282094955444","0.5812714695930481","99.5","99","100","0.6293753087520599","0.6075478792190552","0.6512027382850647","99.5","99","100","0.5667893886566162","0.5499018430709839","0.5836769342422485"
"34","102.5","102","103","0.6750762462615967","0.6523561477661133","0.6977963447570801","102.5","102","103","0.688134491443634","0.6300534009933472","0.7462155818939209","102.5","102","103","0.6574223637580872","0.6483553647994995","0.6664893627166748","102.5","102","103","0.7710193693637848","0.7643353343009949","0.7777034044265747","102.5","102","103","0.7757493257522583","0.7601865530014038","0.7913120985031128","102.5","102","103","0.7862224876880646","0.7553383708000183","0.8171066045761108","102.5","102","103","0.5332725942134857","0.5267006754875183","0.5398445129394531","102.5","102","103","0.6013154983520508","0.5813988447189331","0.6212321519851685","102.5","102","103","0.5722004473209381","0.556430995464325","0.5879698991775513"
"35","105.5","105","106","0.6770166456699371","0.6115162968635559","0.7425169944763184","105.5","105","106","0.705711841583252","0.677918553352356","0.733505129814148","105.5","105","106","0.6682938635349274","0.6371031999588013","0.6994845271110535","105.5","105","106","0.836137592792511","0.8306084871292114","0.8416666984558105","105.5","105","106","0.812557578086853","0.7930363416671753","0.8320788145065308","105.5","105","106","0.816572904586792","0.7854264974594116","0.8477193117141724","105.5","105","106","0.5958752036094666","0.5147744417190552","0.6769759654998779","105.5","105","106","0.602940022945404","0.5910841226577759","0.6147959232330322","105.5","105","106","0.6119199991226196","0.5477982759475708","0.6760417222976685"
"36","108.5","108","109","0.6864252984523773","0.6707482933998108","0.7021023035049438","108.5","108","109","0.673552393913269","0.6691919565200806","0.6779128313064575","108.5","108","109","0.6410025060176849","0.62962406873703","0.6523809432983398","108.5","108","109","0.8046909868717194","0.8020617961883545","0.8073201775550842","108.5","108","109","0.8277873992919922","0.8180747628211975","0.8375000357627869","108.5","108","109","0.8318720459938049","0.8242703676223755","0.8394737243652344","108.5","108","109","0.6167160272598267","0.607216477394104","0.6262155771255493","108.5","108","109","0.5638734698295593","0.5423333644866943","0.5854135751724243","108.5","108","109","0.6028566360473633","0.593833327293396","0.6118799448013306"
"37","111.5","111","112","0.7125868201255798","0.707118034362793","0.7180556058883667","111.5","111","112","0.6907738447189331","0.6571428775787354","0.7244048118591309","111.5","111","112","0.6865947544574738","0.6657986044883728","0.7073909044265747","111.5","111","112","0.8477889001369476","0.8212765455245972","0.8743012547492981","111.5","111","112","0.8056434392929077","0.7848958969116211","0.8263909816741943","111.5","111","112","0.8597644567489624","0.8484042882919312","0.8711246252059937","111.5","111","112","0.5832859873771667","0.5377551317214966","0.6288168430328369","111.5","111","112","0.6555721759796143","0.6151041984558105","0.696040153503418","111.5","111","112","0.5900071263313293","0.5828125476837158","0.5972017049789429"
"38","114.5","114","115","0.7215451002120972","0.7170212268829346","0.7260689735412598","114.5","114","115","0.7000671625137329","0.6848710775375366","0.7152632474899292","114.5","114","115","0.6647724211215973","0.6613156795501709","0.6682291626930237","114.5","114","115","0.8133207261562347","0.8117544651031494","0.8148869872093201","114.5","114","115","0.808976411819458","0.7959669828414917","0.8219858407974243","114.5","114","115","0.8467292189598083","0.8452127575874329","0.8482456803321838","114.5","114","115","0.6004008650779724","0.5926870703697205","0.6081146597862244","114.5","114","115","0.6586912870407104","0.6535228490829468","0.6638597249984741","114.5","114","115","0.6217852234840393","0.6215773820877075","0.6219930648803711"
"39","117.5","117","118","0.6816840469837189","0.6677083373069763","0.6956597566604614","117.5","117","118","0.6743064522743225","0.6487847566604614","0.6998281478881836","117.5","117","118","0.6888889074325562","0.6850694417953491","0.6927083730697632","117.5","117","118","0.8331129252910614","0.8314432501792908","0.834782600402832","117.5","117","118","0.844326913356781","0.8368421792984009","0.8518116474151611","117.5","117","118","0.815806657075882","0.7984535694122314","0.8331597447395325","117.5","117","118","0.5995453894138336","0.5872852206230164","0.6118055582046509","117.5","117","118","0.6317176520824432","0.5969387292861938","0.6664965748786926","117.5","117","118","0.6376722157001495","0.6124578714370728","0.6628865599632263"
"40","120.5","120","121","0.6961354613304138","0.6939716339111328","0.6982992887496948","120.5","120","121","0.7272181510925293","0.7219990491867065","0.732437252998352","120.5","120","121","0.6980485916137695","0.6491408944129944","0.7469562888145447","120.5","120","121","0.8250633478164673","0.8027777671813965","0.8473489284515381","120.5","120","121","0.8243003785610199","0.7894737124443054","0.8591270446777344","120.5","120","121","0.8307614326477051","0.8206093311309814","0.8409135341644287","120.5","120","121","0.6098538339138031","0.5849854350090027","0.6347222328186035","120.5","120","121","0.6669463515281677","0.6595486402511597","0.6743440628051758","120.5","120","121","0.6558358371257782","0.6418470740318298","0.6698246002197266"
"41","123.5","123","124","0.6932640373706818","0.6917508244514465","0.694777250289917","123.5","123","124","0.7076151371002197","0.6751629114151001","0.7400673627853394","123.5","123","124","0.6890005171298981","0.6602926850318909","0.7177083492279053","123.5","123","124","0.7932716012001038","0.777869701385498","0.8086735010147095","123.5","123","124","0.7601027488708496","0.7414640188217163","0.7787414789199829","123.5","123","124","0.7930252850055695","0.7659474611282349","0.820103108882904","123.5","123","124","0.6473092138767242","0.641869306564331","0.6527491211891174","123.5","123","124","0.6598785817623138","0.6303632259368896","0.689393937587738","123.5","123","124","0.621862381696701","0.5986068844795227","0.6451178789138794"
"42","126.5","126","127","0.7419514060020447","0.7210957407951355","0.7628070712089539","126.5","126","127","0.7107788324356079","0.694409966468811","0.7271476984024048","126.5","126","127","0.6717121601104736","0.660778284072876","0.6826460361480713","126.5","126","127","0.81512251496315","0.8013889193534851","0.8288561105728149","126.5","126","127","0.7850810289382935","0.7417932748794556","0.8283687829971313","126.5","126","127","0.8180691003799438","0.8030141592025757","0.833124041557312","126.5","126","127","0.6491043567657471","0.6365248560905457","0.6616838574409485","126.5","126","127","0.6742105484008789","0.6449122428894043","0.7035088539123535","126.5","126","127","0.6484910249710083","0.6413120031356812","0.6556700468063354"
"43","129.5","129","130","0.7118703722953796","0.6982269287109375","0.7255138158798218","129.5","129","130","0.7208772301673889","0.6663157939910889","0.775438666343689","129.5","129","130","0.6881554126739502","0.6640625","0.7122483253479004","129.5","129","130","0.8139351308345795","0.8040351271629333","0.8238351345062256","129.5","129","130","0.7876083850860596","0.7714533805847168","0.8037633895874023","129.5","129","130","0.831101655960083","0.8186548948287964","0.8435484170913696","129.5","129","130","0.6200478672981262","0.5994737148284912","0.6406220197677612","129.5","129","130","0.6682890951633453","0.6369791626930237","0.699599027633667","129.5","129","130","0.623137354850769","0.5937710404396057","0.6525036692619324"
"44","132.5","132","133","0.7338236272335052","0.7139881253242493","0.7536591291427612","132.5","132","133","0.6976132392883301","0.6649123430252075","0.7303141355514526","132.5","132","133","0.7318563163280487","0.7133867740631104","0.7503258585929871","132.5","132","133","0.8039975464344025","0.796265721321106","0.811729371547699","132.5","132","133","0.821981281042099","0.8092758059501648","0.8346867561340332","132.5","132","133","0.8170385956764221","0.7888641357421875","0.8452130556106567","132.5","132","133","0.6391324102878571","0.5993925929069519","0.6788722276687622","132.5","132","133","0.6963033080101013","0.6858646869659424","0.7067419290542603","132.5","132","133","0.6909578740596771","0.6906971335411072","0.6912186145782471"
"45","135.5","135","136","0.7316364347934723","0.7245008945465088","0.7387719750404358","135.5","135","136","0.7111613750457764","0.6918367147445679","0.7304860353469849","135.5","135","136","0.7172566056251526","0.7156357169151306","0.7188774943351746","135.5","135","136","0.823922872543335","0.7840278148651123","0.8638179302215576","135.5","135","136","0.8318196833133698","0.8117544054985046","0.8518849611282349","135.5","135","136","0.8220424056053162","0.7857638597488403","0.858320951461792","135.5","135","136","0.6466754376888275","0.6274410486221313","0.6659098267555237","135.5","135","136","0.6759572327136993","0.6727890968322754","0.6791253685951233","135.5","135","136","0.6702036559581757","0.6682984828948975","0.6721088290214539"
"46","138.5","138","139","0.6793527007102966","0.6529514193534851","0.7057539820671082","138.5","138","139","0.7541294991970062","0.7463541626930237","0.7619048357009888","138.5","138","139","0.6621500253677368","0.6379340887069702","0.6863659620285034","138.5","138","139","0.8257502913475037","0.8197048902511597","0.8317956924438477","138.5","138","139","0.8180356025695801","0.8011168241500854","0.8349543809890747","138.5","138","139","0.8363240659236908","0.8134751915931702","0.8591729402542114","138.5","138","139","0.6176854372024536","0.6170176267623901","0.6183532476425171","138.5","138","139","0.6442328989505768","0.6358615756034851","0.6526042222976685","138.5","138","139","0.6152561604976654","0.5898625254631042","0.6406497955322266"
"47","141.5","141","142","0.7384466230869293","0.6801339387893677","0.796759307384491","141.5","141","142","0.7343928515911102","0.6906028389930725","0.778182864189148","141.5","141","142","0.7480390667915344","0.6914682388305664","0.8046098947525024","141.5","141","142","0.8364673256874084","0.7712798118591309","0.901654839515686","141.5","141","142","0.830229789018631","0.7856642007827759","0.8747953772544861","141.5","141","142","0.8206969499588013","0.7849123477935791","0.8564815521240234","141.5","141","142","0.6864421367645264","0.5991253852844238","0.7737588882446289","141.5","141","142","0.6659772992134094","0.587390661239624","0.7445639371871948","141.5","141","142","0.6738452911376953","0.5901846885681152","0.7575058937072754"
"48","144.5","144","145","0.7041787803173065","0.6803935766220093","0.7279639840126038","144.5","144","145","0.7302806377410889","0.6714782118797302","0.7890830636024475","144.5","144","145","0.7346263825893402","0.6962828040122986","0.7729699611663818","144.5","144","145","0.8124624788761139","0.77458655834198","0.8503383994102478","144.5","144","145","0.7861465513706207","0.7465986013412476","0.8256945013999939","144.5","144","145","0.7946090698242188","0.7597910165786743","0.8294271230697632","144.5","144","145","0.6551762223243713","0.6261419057846069","0.6842105388641357","144.5","144","145","0.687457412481308","0.6655505895614624","0.7093642354011536","144.5","144","145","0.6416745781898499","0.6306122541427612","0.6527369022369385"
"49","147.5","147","148","0.7712214589118958","0.7574974298477173","0.7849454879760742","147.5","147","148","0.7338541448116302","0.7178085446357727","0.7498997449874878","147.5","147","148","0.7153781056404114","0.7006696462631226","0.7300865650177002","147.5","147","148","0.8418664634227753","0.8389564156532288","0.8447765111923218","147.5","147","148","0.8305396139621735","0.826141893863678","0.834937334060669","147.5","147","148","0.8218382894992828","0.7975704073905945","0.8461061716079712","147.5","147","148","0.6568190455436707","0.6433141231536865","0.6703239679336548","147.5","147","148","0.7103460431098938","0.7056608200073242","0.7150312662124634","147.5","147","148","0.6967629194259644","0.6886657476425171","0.7048600912094116"
"50","150.5","150","151","0.7627863883972168","0.7426038980484009","0.7829688787460327","150.5","150","151","0.7401794195175171","0.724260687828064","0.7560981512069702","150.5","150","151","0.7503949999809265","0.740298867225647","0.760491132736206","150.5","150","151","0.8542930781841278","0.8136456608772278","0.8949404954910278","150.5","150","151","0.8634287118911743","0.8438923358917236","0.882965087890625","150.5","150","151","0.8220278322696686","0.7772401571273804","0.8668155074119568","150.5","150","151","0.7178181409835815","0.7143849730491638","0.7212513089179993","150.5","150","151","0.7315895855426788","0.7255651950836182","0.7376139760017395","150.5","150","151","0.725916713476181","0.7098396420478821","0.74199378490448"
"51","153.5","153","154","0.7030921280384064","0.6791666746139526","0.7270175814628601","153.5","153","154","0.6953125298023224","0.6895833611488342","0.7010416984558105","153.5","153","154","0.7338961958885193","0.6984375715255737","0.7693548202514648","153.5","153","154","0.8341568112373352","0.8317544460296631","0.8365591764450073","153.5","153","154","0.7901690900325775","0.7678819894790649","0.8124561905860901","153.5","153","154","0.8055654168128967","0.7975438833236694","0.813586950302124","153.5","153","154","0.6348356306552887","0.6224489808082581","0.6472222805023193","153.5","153","154","0.6766277253627777","0.6424398422241211","0.7108156085014343","153.5","153","154","0.677421361207962","0.6723958849906921","0.6824468374252319"
"52","156.5","156","157","0.786396324634552","0.7569444179534912","0.8158482313156128","156.5","156","157","0.7853659987449646","0.7826884984970093","0.7880434989929199","156.5","156","157","0.8250453472137451","0.797343373298645","0.8527473211288452","156.5","156","157","0.869887113571167","0.844122052192688","0.895652174949646","156.5","156","157","0.8440956473350525","0.8372340202331543","0.8509572744369507","156.5","156","157","0.8440201878547668","0.8354610204696655","0.8525793552398682","156.5","156","157","0.6974104046821594","0.6896661520004272","0.7051546573638916","156.5","156","157","0.759159505367279","0.7538596391677856","0.7644593715667725","156.5","156","157","0.730241596698761","0.714385986328125","0.746097207069397"
"53","159.5","159","160","0.7739409804344177","0.7300000190734863","0.8178819417953491","159.5","159","160","0.7526059448719025","0.7329896688461304","0.7722222208976746","159.5","159","160","0.7782046496868134","0.7717013955116272","0.7847079038619995","159.5","159","160","0.8384960293769836","0.8348958492279053","0.842096209526062","159.5","159","160","0.8427834808826447","0.8182130455970764","0.8673539161682129","159.5","159","160","0.8564921319484711","0.854736864566803","0.8582473993301392","159.5","159","160","0.6989404857158661","0.6857143044471741","0.7121666669845581","159.5","159","160","0.7373711466789246","0.7333333492279053","0.7414089441299438","159.5","159","160","0.7245373427867889","0.7221649289131165","0.7269097566604614"
"54","162.5","162","163","0.7486332952976227","0.7297496199607849","0.7675169706344604","162.5","162","163","0.7845394611358643","0.7652988433837891","0.8037800788879395","162.5","162","163","0.7256136238574982","0.6770004630088806","0.7742267847061157","162.5","162","163","0.8630763292312622","0.8487842082977295","0.8773684501647949","162.5","162","163","0.8356568217277527","0.8305841684341431","0.8407294750213623","162.5","162","163","0.8464483022689819","0.823367714881897","0.8695288896560669","162.5","162","163","0.6920634806156158","0.6726190447807312","0.7115079164505005","162.5","162","163","0.7181712090969086","0.7124366760253906","0.7239057421684265","162.5","162","163","0.6966834962368011","0.6412616968154907","0.7521052956581116"
"55","165.5","165","166","0.7979167103767395","0.7954932451248169","0.8003401756286621","165.5","165","166","0.7677159905433655","0.7556700706481934","0.7797619104385376","165.5","165","166","0.7516875267028809","0.7390893697738647","0.764285683631897","165.5","165","166","0.892711877822876","0.8774305582046509","0.9079931974411011","165.5","165","166","0.8727758526802063","0.85935378074646","0.8861979246139526","165.5","165","166","0.8567154109477997","0.8449122905731201","0.8685185313224792","165.5","165","166","0.6998900175094604","0.6954467296600342","0.7043333053588867","165.5","165","166","0.7465060353279114","0.7281787395477295","0.7648333311080933","165.5","165","166","0.692959189414978","0.6792516708374023","0.7066667079925537"
