"epoch","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX"
"92","276.5","276","277","0.8555740416049957","0.8392730951309204","0.871874988079071","276.5","276","277","0.8514666855335236","0.8314035534858704","0.8715298175811768","276.5","276","277","0.832455039024353","0.8093085289001465","0.8556015491485596","276.5","276","277","0.8900348246097565","0.8744680881500244","0.9056015610694885","276.5","276","277","0.8789940476417542","0.8407895565032959","0.9171985387802124","276.5","276","277","0.8974670767784119","0.8797872066497803","0.9151469469070435","276.5","276","277","0.8327529728412628","0.8069149255752563","0.8585910201072693","276.5","276","277","0.8576526045799255","0.8350515365600586","0.8802536725997925","276.5","276","277","0.8305458128452301","0.8182970881462097","0.8427945375442505"
"93","279.5","279","280","0.8920698165893555","0.8681821823120117","0.9159574508666992","279.5","279","280","0.8483693599700928","0.8423610925674438","0.8543776273727417","279.5","279","280","0.8694987893104553","0.8654887676239014","0.8735088109970093","279.5","279","280","0.9199426174163818","0.903183102607727","0.9367021322250366","279.5","279","280","0.9254122376441956","0.9224033951759338","0.9284210801124573","279.5","279","280","0.9139155745506287","0.8737093210220337","0.9541218280792236","279.5","279","280","0.8387784063816071","0.837732195854187","0.8398246169090271","279.5","279","280","0.8738791942596436","0.8737232685089111","0.874035120010376","279.5","279","280","0.8554690182209015","0.8449805974960327","0.8659574389457703"
"94","282.5","282","283","0.8582423031330109","0.8507851362228394","0.8656994700431824","282.5","282","283","0.8236228227615356","0.7983094453811646","0.8489362001419067","282.5","282","283","0.855007529258728","0.8485815525054932","0.8614335060119629","282.5","282","283","0.8799387216567993","0.8742758631706238","0.8856015801429749","282.5","282","283","0.8807575702667236","0.8505032062530518","0.9110119342803955","282.5","282","283","0.8692952990531921","0.8656892776489258","0.8729013204574585","282.5","282","283","0.7668661773204803","0.7410470843315125","0.7926852703094482","282.5","282","283","0.8179645538330078","0.8177711963653564","0.8181579113006592","282.5","282","283","0.8121366202831268","0.8002631664276123","0.8240100741386414"
"95","285.5","285","286","0.8800021409988403","0.8338398933410645","0.9261643886566162","285.5","285","286","0.8373492658138275","0.7997244000434875","0.8749741315841675","285.5","285","286","0.8475483655929565","0.813043475151062","0.8820532560348511","285.5","285","286","0.9299789071083069","0.9176501035690308","0.942307710647583","285.5","285","286","0.9010588824748993","0.8845614790916443","0.9175562858581543","285.5","285","286","0.9007930159568787","0.8907800912857056","0.9108059406280518","285.5","285","286","0.8356751799583435","0.8031661510467529","0.8681842088699341","285.5","285","286","0.8468104600906372","0.8287719488143921","0.8648489713668823","285.5","285","286","0.8462749719619751","0.8441628217697144","0.8483871221542358"
"96","288.5","288","289","0.8696161508560181","0.8691235780715942","0.8701087236404419","288.5","288","289","0.8332656919956207","0.7985965609550476","0.8679348230361938","288.5","288","289","0.8725864291191101","0.8482078313827515","0.8969650268554688","288.5","288","289","0.868390679359436","0.8436169624328613","0.8931643962860107","288.5","288","289","0.9121052920818329","0.8710623383522034","0.9531482458114624","288.5","288","289","0.9059745371341705","0.9025857448577881","0.909363329410553","288.5","288","289","0.8140850067138672","0.791847825050354","0.8363221883773804","288.5","288","289","0.8615942001342773","0.8356884121894836","0.887499988079071","288.5","288","289","0.8156557977199554","0.8075268864631653","0.8237847089767456"
"97","291.5","291","292","0.8867412805557251","0.871354877948761","0.9021276831626892","291.5","291","292","0.8656905293464661","0.862456202507019","0.8689248561859131","291.5","291","292","0.8422453999519348","0.841261625289917","0.8432291746139526","291.5","291","292","0.910969614982605","0.9006626605987549","0.9212765693664551","291.5","291","292","0.9148178994655609","0.8987847566604614","0.9308510422706604","291.5","291","292","0.9169439673423767","0.9026316404342651","0.9312562942504883","291.5","291","292","0.8307076096534729","0.7961519956588745","0.8652632236480713","291.5","291","292","0.8546616733074188","0.8359106183052063","0.8734127283096313","291.5","291","292","0.869788259267807","0.8427343368530273","0.8968421816825867"
"98","294.5","294","295","0.9051975607872009","0.8617020845413208","0.948693037033081","294.5","294","295","0.8691356480121613","0.8199405074119568","0.9183307886123657","294.5","294","295","0.9103750288486481","0.8834100961685181","0.9373399615287781","294.5","294","295","0.9440507590770721","0.9256079196929932","0.9624935984611511","294.5","294","295","0.9266084134578705","0.9083079695701599","0.944908857345581","294.5","294","295","0.903327226638794","0.8787946701049805","0.9278597831726074","294.5","294","295","0.8507286012172699","0.8169959187507629","0.8844612836837769","294.5","294","295","0.8924098014831543","0.8511278629302979","0.9336917400360107","294.5","294","295","0.8863255083560944","0.870548665523529","0.9021023511886597"
"99","297.5","297","298","0.8858480751514435","0.8503435850143433","0.9213525652885437","297.5","297","298","0.897186279296875","0.8834201097488403","0.9109524488449097","297.5","297","298","0.913005143404007","0.8900173902511597","0.9359928965568542","297.5","297","298","0.9504762291908264","0.9481453895568848","0.9528070688247681","297.5","297","298","0.9322598576545715","0.9277777671813965","0.9367419481277466","297.5","297","298","0.9349901378154755","0.9186632037162781","0.9513170719146729","297.5","297","298","0.8536907732486725","0.8225694894790649","0.88481205701828","297.5","297","298","0.8718325197696686","0.8442106246948242","0.8994544148445129","297.5","297","298","0.8561452031135559","0.8544672727584839","0.8578231334686279"
"100","300.5","300","301","0.9268844425678253","0.9210526347160339","0.9327162504196167","300.5","300","301","0.8912785053253174","0.8790109157562256","0.9035460948944092","300.5","300","301","0.8887400925159454","0.8775439262390137","0.8999362587928772","300.5","300","301","0.92826709151268","0.9225695133209229","0.9339646697044373","300.5","300","301","0.9260216355323792","0.9199379682540894","0.932105302810669","300.5","300","301","0.9311235249042511","0.9261404275894165","0.9361066222190857","300.5","300","301","0.8504344820976257","0.8306934833526611","0.8701754808425903","300.5","300","301","0.8877973556518555","0.8873100280761719","0.8882846832275391","300.5","300","301","0.8883966505527496","0.8753749132156372","0.9014183878898621"
"101","303.5","303","304","0.9033730328083038","0.8780258297920227","0.928720235824585","303.5","303","304","0.868712991476059","0.8666175007820129","0.870808482170105","303.5","303","304","0.9231151044368744","0.9208333492279053","0.9253968596458435","303.5","303","304","0.9263030290603638","0.9094731211662292","0.9431329369544983","303.5","303","304","0.8939739167690277","0.8780068159103394","0.9099410176277161","303.5","303","304","0.9151284694671631","0.910677433013916","0.9195795059204102","303.5","303","304","0.8628920018672943","0.860971987247467","0.8648120164871216","303.5","303","304","0.8946341872215271","0.880721926689148","0.9085464477539062","303.5","303","304","0.8470301032066345","0.8314787149429321","0.8625814914703369"
"102","306.5","306","307","0.8888563513755798","0.8738596439361572","0.9038530588150024","306.5","306","307","0.8657788038253784","0.8533154726028442","0.8782421350479126","306.5","306","307","0.890402764081955","0.8638641238212585","0.9169414043426514","306.5","306","307","0.9331374764442444","0.916756272315979","0.9495186805725098","306.5","306","307","0.9297874867916107","0.907168447971344","0.9524065256118774","306.5","306","307","0.9331713616847992","0.9105311632156372","0.9558115601539612","306.5","306","307","0.8445075452327728","0.8395585417747498","0.8494565486907959","306.5","306","307","0.8861953914165497","0.877518892288208","0.8948718905448914","306.5","306","307","0.8713427782058716","0.8668458461761475","0.8758397102355957"
"103","309.5","309","310","0.9113076627254486","0.8811278939247131","0.9414874315261841","309.5","309","310","0.9043020308017731","0.8754480481147766","0.9331560134887695","309.5","309","310","0.9217214584350586","0.8913819789886475","0.9520609378814697","309.5","309","310","0.9328928589820862","0.9186842441558838","0.9471014738082886","309.5","309","310","0.947126030921936","0.9405142068862915","0.9537378549575806","309.5","309","310","0.9287784695625305","0.9265789985656738","0.9309779405593872","309.5","309","310","0.8664411902427673","0.8423559665679932","0.8905264139175415","309.5","309","310","0.8692140281200409","0.8351823687553406","0.9032456874847412","309.5","309","310","0.8410325050354004","0.8361683487892151","0.8458966612815857"
"104","312.5","312","313","0.9032801389694214","0.8952127695083618","0.911347508430481","312.5","312","313","0.9062460660934448","0.8962765336036682","0.9162155985832214","312.5","312","313","0.8878070712089539","0.8752632141113281","0.9003509283065796","312.5","312","313","0.933756560087204","0.9267361164093018","0.9407770037651062","312.5","312","313","0.9393808543682098","0.9154638648033142","0.9632978439331055","312.5","312","313","0.9184028208255768","0.9027778506278992","0.9340277910232544","312.5","312","313","0.8814411759376526","0.8725314140319824","0.8903509378433228","312.5","312","313","0.9003770351409912","0.8957895040512085","0.9049645662307739","312.5","312","313","0.8950793147087097","0.8805841207504272","0.9095745086669922"
"105","315.5","315","316","0.8872840404510498","0.8615856170654297","0.9129824638366699","315.5","315","316","0.8985528349876404","0.858396053314209","0.9387096166610718","315.5","315","316","0.8923118114471436","0.8691980838775635","0.9154255390167236","315.5","315","316","0.9431771337985992","0.935995876789093","0.9503583908081055","315.5","315","316","0.9198716878890991","0.9116071462631226","0.9281362295150757","315.5","315","316","0.9270702600479126","0.9027068614959717","0.9514336585998535","315.5","315","316","0.8759216666221619","0.8493343591690063","0.9025089740753174","315.5","315","316","0.9283154010772705","0.9283154010772705","0.9283154010772705","315.5","315","316","0.8703507781028748","0.8618794679641724","0.8788220882415771"
"106","318.5","318","319","0.8835066556930542","0.8775926232337952","0.8894206881523132","318.5","318","319","0.8646849989891052","0.8229037523269653","0.9064662456512451","318.5","318","319","0.8895404636859894","0.8721612095832825","0.9069197177886963","318.5","318","319","0.9186672568321228","0.9163724184036255","0.9209620952606201","318.5","318","319","0.9321322441101074","0.9278409481048584","0.9364235401153564","318.5","318","319","0.9204491972923279","0.9122525453567505","0.9286458492279053","318.5","318","319","0.8559922277927399","0.8517917990684509","0.8601926565170288","318.5","318","319","0.8694645762443542","0.8248188495635986","0.9141103029251099","318.5","318","319","0.8694563508033752","0.8388315439224243","0.9000811576843262"
"107","321.5","321","322","0.936384379863739","0.9225155115127563","0.9502532482147217","321.5","321","322","0.9107922315597534","0.904140830039978","0.9174436330795288","321.5","321","322","0.897909551858902","0.864436149597168","0.931382954120636","321.5","321","322","0.9336820542812347","0.9283666014671326","0.9389975070953369","321.5","321","322","0.9315322041511536","0.9064335823059082","0.9566308259963989","321.5","321","322","0.9331832528114319","0.908865213394165","0.9575012922286987","321.5","321","322","0.8565592765808105","0.796477198600769","0.916641354560852","321.5","321","322","0.9084384441375732","0.8835688829421997","0.9333080053329468","321.5","321","322","0.896752804517746","0.857944905757904","0.9355607032775879"
"108","324.5","324","325","0.8992497622966766","0.857719361782074","0.9407801628112793","324.5","324","325","0.8951913416385651","0.8696808815002441","0.920701801776886","324.5","324","325","0.8936170041561127","0.8535460829734802","0.9336879253387451","324.5","324","325","0.9157540202140808","0.8805555701255798","0.9509524703025818","324.5","324","325","0.9146756529808044","0.908865213394165","0.9204860925674438","324.5","324","325","0.9241144359111786","0.8998246192932129","0.9484042525291443","324.5","324","325","0.8488596975803375","0.8154386281967163","0.8822807669639587","324.5","324","325","0.9007923007011414","0.883865237236023","0.9177193641662598","324.5","324","325","0.847858190536499","0.823437511920929","0.8722788691520691"
"109","327.5","327","328","0.9271079301834106","0.9069892168045044","0.9472266435623169","327.5","327","328","0.8721913993358612","0.8407986164093018","0.9035841822624207","327.5","327","328","0.9032958447933197","0.8920212984085083","0.9145703911781311","327.5","327","328","0.9401817321777344","0.9294674396514893","0.9508960247039795","327.5","327","328","0.9028879404067993","0.876288652420044","0.9294872283935547","327.5","327","328","0.9041182696819305","0.8914930820465088","0.9167434573173523","327.5","327","328","0.8787634074687958","0.8489246964454651","0.9086021184921265","327.5","327","328","0.8823864459991455","0.8539931178092957","0.9107797741889954","327.5","327","328","0.8927702307701111","0.8604609966278076","0.9250794649124146"
"110","330.5","330","331","0.9146913886070251","0.8916049599647522","0.9377778172492981","330.5","330","331","0.9200856387615204","0.9033510088920593","0.9368202686309814","330.5","330","331","0.9125044345855713","0.9035803079605103","0.9214285612106323","330.5","330","331","0.9635252356529236","0.9614899158477783","0.9655605554580688","330.5","330","331","0.9513300657272339","0.9460049867630005","0.9566551446914673","330.5","330","331","0.9417856633663177","0.9278402328491211","0.9557310938835144","330.5","330","331","0.881806492805481","0.8718031644821167","0.8918098211288452","330.5","330","331","0.9133852124214172","0.9046099185943604","0.9221605062484741","330.5","330","331","0.8858484625816345","0.8765432834625244","0.8951536417007446"
"111","333.5","333","334","0.9428833723068237","0.9271701574325562","0.9585965871810913","333.5","333","334","0.897064596414566","0.8887720108032227","0.9053571820259094","333.5","333","334","0.9384982585906982","0.9228298664093018","0.9541666507720947","333.5","333","334","0.9449520707130432","0.9341145753860474","0.9557895660400391","333.5","333","334","0.9359865486621857","0.9280381798744202","0.9439349174499512","333.5","333","334","0.9305927753448486","0.9292410612106323","0.9319444894790649","333.5","333","334","0.8783358335494995","0.870312511920929","0.8863591551780701","333.5","333","334","0.9157444834709167","0.9036818742752075","0.927807092666626","333.5","333","334","0.9100777208805084","0.9019097685813904","0.9182456731796265"
"112","336.5","336","337","0.9336773157119751","0.9189980030059814","0.9483566284179688","336.5","336","337","0.893656998872757","0.8753067851066589","0.912007212638855","336.5","336","337","0.9366871118545532","0.9112902879714966","0.9620839357376099","336.5","336","337","0.9400048851966858","0.9316308498382568","0.9483789205551147","336.5","336","337","0.951106071472168","0.9426630735397339","0.959549069404602","336.5","336","337","0.9433346688747406","0.9385715126991272","0.948097825050354","336.5","336","337","0.9017572999000549","0.8872272372245789","0.916287362575531","336.5","336","337","0.9076781868934631","0.892096221446991","0.9232601523399353","336.5","336","337","0.8853153586387634","0.8636398315429688","0.9069908857345581"
"113","339.5","339","340","0.8963918089866638","0.8920891284942627","0.9006944894790649","339.5","339","340","0.8843489289283752","0.8710662126541138","0.8976316452026367","339.5","339","340","0.8941832184791565","0.8853596448898315","0.9030067920684814","339.5","339","340","0.9339221119880676","0.9130699038505554","0.9547743201255798","339.5","339","340","0.95633465051651","0.9555263519287109","0.9571429491043091","339.5","339","340","0.9391666948795319","0.925000011920929","0.9533333778381348","339.5","339","340","0.8874792754650116","0.8722990155220032","0.90265953540802","339.5","339","340","0.91846564412117","0.894444465637207","0.9424868226051331","339.5","339","340","0.8858730792999268","0.8597285747528076","0.9120175838470459"
"114","342.5","342","343","0.9313338696956635","0.9135638475418091","0.9491038918495178","342.5","342","343","0.9127914905548096","0.8939836025238037","0.9315993785858154","342.5","342","343","0.9167817234992981","0.909650444984436","0.9239130020141602","342.5","342","343","0.9658218324184418","0.9602150321006775","0.971428632736206","342.5","342","343","0.9341845810413361","0.9259856939315796","0.9423834681510925","342.5","342","343","0.9469009041786194","0.9431676864624023","0.9506341218948364","342.5","342","343","0.8833523094654083","0.8715171813964844","0.8951874375343323","342.5","342","343","0.8913115561008453","0.8696925044059753","0.9129306077957153","342.5","342","343","0.9196239113807678","0.9185917377471924","0.9206560850143433"
"115","345.5","345","346","0.9350224137306213","0.9069892168045044","0.9630556106567383","345.5","345","346","0.9428587257862091","0.9271062612533569","0.9586111903190613","345.5","345","346","0.9406146109104156","0.9393773078918457","0.9418519139289856","345.5","345","346","0.9370670914649963","0.9288043975830078","0.9453297853469849","345.5","345","346","0.9465146064758301","0.9461773037910461","0.946851909160614","345.5","345","346","0.941193699836731","0.9300724864006042","0.9523149132728577","345.5","345","346","0.8793069124221802","0.874193549156189","0.8844202756881714","345.5","345","346","0.9342874884605408","0.914130449295044","0.9544445276260376","345.5","345","346","0.9032086431980133","0.898717999458313","0.9076992869377136"
"116","348.5","348","349","0.9492036402225494","0.935814619064331","0.9625926613807678","348.5","348","349","0.9259516000747681","0.9209259748458862","0.9309772253036499","348.5","348","349","0.9407306611537933","0.913483738899231","0.9679775834083557","348.5","348","349","0.9623825252056122","0.9591760039329529","0.9655890464782715","348.5","348","349","0.9675590991973877","0.9461111426353455","0.9890070557594299","348.5","348","349","0.9554740786552429","0.9406594038009644","0.9702887535095215","348.5","348","349","0.880076140165329","0.8584228754043579","0.9017294049263","348.5","348","349","0.9474997818470001","0.9176587462425232","0.977340817451477","348.5","348","349","0.8990857005119324","0.8749504089355469","0.9232209920883179"
"117","351.5","351","352","0.9453051090240479","0.945124089717865","0.9454861283302307","351.5","351","352","0.9230577051639557","0.8980451822280884","0.948070228099823","351.5","351","352","0.9313531219959259","0.9070921540260315","0.9556140899658203","351.5","351","352","0.959650456905365","0.9483789205551147","0.9709219932556152","351.5","351","352","0.9401669800281525","0.9351950287818909","0.9451389312744141","351.5","351","352","0.945124089717865","0.9269503355026245","0.9632978439331055","351.5","351","352","0.8868698477745056","0.8756140470504761","0.8981256484985352","351.5","351","352","0.938297837972641","0.9193262457847595","0.9572694301605225","351.5","351","352","0.9213597178459167","0.913421094417572","0.9292983412742615"
"118","354.5","354","355","0.9423707127571106","0.9321428537368774","0.9525985717773438","354.5","354","355","0.9066921472549438","0.900577187538147","0.9128071069717407","354.5","354","355","0.9306415021419525","0.9084210991859436","0.9528619050979614","354.5","354","355","0.9694288969039917","0.9682796001434326","0.9705781936645508","354.5","354","355","0.9467436671257019","0.9344737529754639","0.9590135812759399","354.5","354","355","0.9551635682582855","0.9363475441932678","0.9739795923233032","354.5","354","355","0.9045030176639557","0.9005830883979797","0.9084229469299316","354.5","354","355","0.9254043698310852","0.9218971729278564","0.928911566734314","354.5","354","355","0.9039768278598785","0.8971380591392517","0.9108155965805054"
"119","357.5","357","358","0.9478223919868469","0.9424868226051331","0.9531579613685608","357.5","357","358","0.9153053164482117","0.9120341539382935","0.9185764789581299","357.5","357","358","0.9226990342140198","0.9018892049789429","0.9435088634490967","357.5","357","358","0.9470045566558838","0.9440351724624634","0.9499739408493042","357.5","357","358","0.9351491630077362","0.9046842455863953","0.9656140804290771","357.5","357","358","0.9365158081054688","0.9268777370452881","0.9461538791656494","357.5","357","358","0.8883261382579803","0.8580755591392517","0.918576717376709","357.5","357","358","0.9516861140727997","0.9475937485694885","0.9557784795761108","357.5","357","358","0.9078146517276764","0.902430534362793","0.9131987690925598"
"120","360.5","360","361","0.9743944704532623","0.9729825258255005","0.9758064150810242","360.5","360","361","0.9374347031116486","0.9292553067207336","0.9456140995025635","360.5","360","361","0.9320248961448669","0.9319444894790649","0.932105302810669","360.5","360","361","0.9536714851856232","0.9524306058883667","0.9549123644828796","360.5","360","361","0.9568099975585938","0.9444444179534912","0.9691755771636963","360.5","360","361","0.9581392705440521","0.9464539289474487","0.9698246121406555","360.5","360","361","0.9074097871780396","0.9041666984558105","0.9106528759002686","360.5","360","361","0.9530860781669617","0.936347484588623","0.9698246717453003","360.5","360","361","0.9388317167758942","0.9280142188072205","0.9496492147445679"
"121","363.5","363","364","0.9469642639160156","0.9426740407943726","0.9512544870376587","363.5","363","364","0.9187232553958893","0.9010989665985107","0.9363475441932678","363.5","363","364","0.9286975264549255","0.9283688068389893","0.9290262460708618","363.5","363","364","0.9538768529891968","0.9483333826065063","0.9594203233718872","363.5","363","364","0.9543190598487854","0.9511111974716187","0.9575269222259521","363.5","363","364","0.9499432444572449","0.9409259557723999","0.9589605331420898","363.5","363","364","0.9225911498069763","0.9064103364944458","0.9387719631195068","363.5","363","364","0.9351157248020172","0.9314035773277283","0.9388278722763062","363.5","363","364","0.9166505038738251","0.9045289754867554","0.9287720322608948"
"122","366.5","366","367","0.9414069950580597","0.9392983317375183","0.9435156583786011","366.5","366","367","0.938499391078949","0.9324373006820679","0.9445614814758301","366.5","366","367","0.9417079091072083","0.9109375476837158","0.9724782705307007","366.5","366","367","0.9653355479240417","0.9607018232345581","0.9699692726135254","366.5","366","367","0.9493508636951447","0.9298611283302307","0.9688405990600586","366.5","366","367","0.9735352694988251","0.970652163028717","0.9764183759689331","366.5","366","367","0.9045324921607971","0.8892732858657837","0.9197916984558105","366.5","366","367","0.9247506856918335","0.9234375357627869","0.9260638356208801","366.5","366","367","0.9283166229724884","0.9213541746139526","0.9352790713310242"
"123","369.5","369","370","0.9549675583839417","0.9334118366241455","0.9765232801437378","369.5","369","370","0.9234989583492279","0.9053312540054321","0.9416666626930237","369.5","369","370","0.9126019477844238","0.9119791984558105","0.9132246971130371","369.5","369","370","0.9374759197235107","0.9371930360794067","0.9377588033676147","369.5","369","370","0.9554000496864319","0.9501773118972778","0.9606227874755859","369.5","369","370","0.9539810419082642","0.9353814125061035","0.9725806713104248","369.5","369","370","0.8986113667488098","0.8910527229309082","0.9061700105667114","369.5","369","370","0.955683559179306","0.9452381134033203","0.9661290049552917","369.5","369","370","0.9080348908901215","0.9071930050849915","0.9088767766952515"
"124","372.5","372","373","0.9669896364212036","0.965847373008728","0.9681318998336792","372.5","372","373","0.926619827747345","0.9218084812164307","0.9314311742782593","372.5","372","373","0.9511181116104126","0.9192652106285095","0.9829710125923157","372.5","372","373","0.9867037534713745","0.9770704507827759","0.9963370561599731","372.5","372","373","0.9778158962726593","0.9747055172920227","0.9809262752532959","372.5","372","373","0.9590384364128113","0.9490036368370056","0.9690732359886169","372.5","372","373","0.8717457056045532","0.8433159589767456","0.9001754522323608","372.5","372","373","0.9809225797653198","0.9721015095710754","0.9897436499595642","372.5","372","373","0.9324442446231842","0.9237594604492188","0.9411290287971497"
"125","375.5","375","376","0.9538198113441467","0.9402482509613037","0.9673913717269897","375.5","375","376","0.9390007257461548","0.9321681261062622","0.9458333253860474","375.5","375","376","0.9557695388793945","0.9325227737426758","0.9790163040161133","375.5","375","376","0.9581040143966675","0.9460993409156799","0.970108687877655","375.5","375","376","0.968506932258606","0.9518489837646484","0.9851648807525635","375.5","375","376","0.9591102302074432","0.9460573196411133","0.9721631407737732","375.5","375","376","0.9044675230979919","0.8912186622619629","0.917716383934021","375.5","375","376","0.9449325203895569","0.9425499439239502","0.9473150968551636","375.5","375","376","0.9482300877571106","0.936347484588623","0.9601126909255981"
"126","378.5","378","379","0.9614861905574799","0.9492674469947815","0.9737049341201782","378.5","378","379","0.9419427812099457","0.9317375421524048","0.9521480202674866","378.5","378","379","0.9400297701358795","0.9386646151542664","0.9413949251174927","378.5","378","379","0.9685589373111725","0.9627588391304016","0.9743590354919434","378.5","378","379","0.9846088886260986","0.9826923608779907","0.9865254163742065","378.5","378","379","0.968047559261322","0.940412163734436","0.995682954788208","378.5","378","379","0.9151939153671265","0.9031233787536621","0.9272644519805908","378.5","378","379","0.9411553144454956","0.9274193048477173","0.9548913240432739","378.5","378","379","0.9322867393493652","0.9148550629615784","0.9497184157371521"
"127","381.5","381","382","0.9500406980514526","0.9456140995025635","0.9544672966003418","381.5","381","382","0.9446269273757935","0.9422680139541626","0.9469858407974243","381.5","381","382","0.9594542980194092","0.9482992887496948","0.9706093072891235","381.5","381","382","0.9657877087593079","0.947894811630249","0.9836806058883667","381.5","381","382","0.9456184804439545","0.9376288056373596","0.9536081552505493","381.5","381","382","0.9520682096481323","0.9422807693481445","0.9618556499481201","381.5","381","382","0.9185214042663574","0.917697548866272","0.9193452596664429","381.5","381","382","0.9329009354114532","0.930442214012146","0.9353596568107605","381.5","381","382","0.9260646998882294","0.9227890968322754","0.9293403029441833"
